@relation loanDefault
@attribute Loan_Amount REAL
@attribute Term { '36 months','60 months' }
@attribute Interest_Rate REAL
@attribute Employment_Length { '< 1 year','1 year','2 years','3 years','4 years','5 years','6 years','7 years','8 years','9 years','10+ years','n/a'}
@attribute Home_Ownership { 'OWN','RENT','MORTGAGE','NONE','OTHER'}
@attribute Annual_Income REAL
@attribute Debt_to_Income REAL
@attribute Credit_Score REAL
@attribute Class {'Fully Paid','Charged Off'}
@DATA
10000,'36 months',0.1825,'n/a','MORTGAGE',85000,28.1,669,'Fully Paid'
13000,'36 months',0.1353,'7 years','OWN',70000,12.11,689,'Fully Paid'
12800,'60 months',0.1285,'10+ years','MORTGAGE',72000,7.4,769,'Fully Paid'
35000,'36 months',0.1398,'7 years','MORTGAGE',345000,11.25,699,'Fully Paid'
24625,'60 months',0.1997,'7 years','MORTGAGE',70000,34.3,684,'Fully Paid'
14125,'60 months',0.205,'7 years','MORTGAGE',44000,19.07,674,'Fully Paid'
9000,'36 months',0.1447,'< 1 year','MORTGAGE',175000,11.01,704,'Fully Paid'
4000,'36 months',0.1199,'7 years','MORTGAGE',100000,19.19,719,'Fully Paid'
8400,'36 months',0.1199,'9 years','MORTGAGE',95000,8.68,664,'Fully Paid'
18600,'36 months',0.1285,'3 years','MORTGAGE',73000,22.49,704,'Fully Paid'
18000,'36 months',0.089,'10+ years','OWN',60000,22.76,689,'Fully Paid'
4000,'36 months',0.1199,'7 years','OWN',83000,20.84,689,'Fully Paid'
8000,'36 months',0.0967,'5 years','RENT',60000,16.02,669,'Fully Paid'
8000,'36 months',0.1199,'5 years','OWN',53000,24.71,669,'Fully Paid'
4375,'36 months',0.1997,'10+ years','RENT',58000,5.03,669,'Fully Paid'
12000,'60 months',0.1447,'7 years','MORTGAGE',60000,20.34,704,'Fully Paid'
12800,'60 months',0.1997,'1 year','MORTGAGE',45000,18.99,669,'Fully Paid'
7000,'36 months',0.1699,'4 years','RENT',75000,11.71,709,'Fully Paid'
10000,'36 months',0.089,'10+ years','MORTGAGE',48000,17.25,684,'Fully Paid'
10000,'36 months',0.1353,'< 1 year','RENT',35000,19.1,689,'Fully Paid'
7000,'36 months',0.1561,'5 years','MORTGAGE',50000,14.26,694,'Fully Paid'
8000,'36 months',0.0967,'< 1 year','RENT',45000,11.76,739,'Fully Paid'
35000,'60 months',0.1997,'10+ years','MORTGAGE',85000,20.98,719,'Fully Paid'
6000,'36 months',0.0603,'4 years','MORTGAGE',48000,14.98,764,'Fully Paid'
10000,'36 months',0.1099,'10+ years','MORTGAGE',85000,11.39,674,'Fully Paid'
12000,'36 months',0.079,'5 years','RENT',80000,9.8,729,'Fully Paid'
20125,'60 months',0.1922,'10+ years','OWN',45000,6.51,694,'Fully Paid'
10000,'36 months',0.1285,'10+ years','RENT',50000,9.27,689,'Fully Paid'
12300,'36 months',0.089,'10+ years','RENT',51000,5.91,734,'Fully Paid'
4000,'36 months',0.1825,'< 1 year','MORTGAGE',48000,27.75,704,'Fully Paid'
15000,'36 months',0.0762,'8 years','MORTGAGE',108000,7.87,734,'Fully Paid'
21000,'36 months',0.0603,'< 1 year','MORTGAGE',120000,14.15,789,'Fully Paid'
18000,'36 months',0.1285,'5 years','RENT',60000,13.35,679,'Fully Paid'
12500,'36 months',0.1099,'5 years','MORTGAGE',67000,32.24,694,'Fully Paid'
4000,'36 months',0.1398,'9 years','RENT',42000,13.06,674,'Fully Paid'
9000,'36 months',0.0967,'10+ years','MORTGAGE',60000,28.21,799,'Fully Paid'
11500,'36 months',0.1498,'1 year','RENT',35000,11.35,664,'Fully Paid'
9000,'36 months',0.0762,'10+ years','MORTGAGE',60000,13.24,734,'Fully Paid'
4200,'36 months',0.1624,'4 years','MORTGAGE',53100,34.94,679,'Fully Paid'
5675,'36 months',0.234,'5 years','OWN',27000,15.1,699,'Fully Paid'
32500,'36 months',0.1498,'8 years','MORTGAGE',78000,23.17,724,'Fully Paid'
6000,'36 months',0.234,'4 years','MORTGAGE',45000,1.76,704,'Fully Paid'
17000,'60 months',0.1699,'7 years','RENT',50000,17.47,684,'Fully Paid'
20000,'36 months',0.1353,'5 years','RENT',75000,10.85,669,'Fully Paid'
10000,'36 months',0.1199,'6 years','RENT',60000,5.18,669,'Fully Paid'
8000,'36 months',0.079,'6 years','MORTGAGE',103000,18.7,664,'Fully Paid'
6650,'36 months',0.1498,'9 years','RENT',25000,29.58,704,'Fully Paid'
12000,'36 months',0.0967,'4 years','MORTGAGE',92202,11.44,674,'Fully Paid'
15000,'36 months',0.0967,'10+ years','MORTGAGE',72000,18.58,694,'Fully Paid'
8000,'36 months',0.1398,'10+ years','MORTGAGE',64000,14.4,664,'Fully Paid'
6400,'36 months',0.1624,'9 years','RENT',80000,9.02,664,'Fully Paid'
9000,'36 months',0.1285,'1 year','RENT',45000,21.4,689,'Fully Paid'
12000,'36 months',0.0967,'5 years','MORTGAGE',100000,16.12,689,'Fully Paid'
10000,'60 months',0.1699,'1 year','MORTGAGE',35000,22.74,699,'Fully Paid'
10000,'36 months',0.1447,'< 1 year','OWN',32500,17.76,674,'Fully Paid'
12000,'60 months',0.1561,'1 year','MORTGAGE',50000,7.59,664,'Fully Paid'
15000,'36 months',0.1997,'< 1 year','MORTGAGE',200000,2.68,669,'Fully Paid'
18000,'60 months',0.1699,'6 years','MORTGAGE',137000,19.34,674,'Fully Paid'
35000,'36 months',0.1398,'10+ years','RENT',90000,16.59,679,'Fully Paid'
22125,'36 months',0.0967,'9 years','RENT',50000,16.18,749,'Fully Paid'
28000,'36 months',0.0967,'10+ years','MORTGAGE',103000,14.19,739,'Fully Paid'
7000,'36 months',0.1099,'4 years','RENT',40000,8.15,694,'Fully Paid'
12000,'36 months',0.079,'10+ years','RENT',40000,22.13,744,'Fully Paid'
7200,'36 months',0.089,'2 years','RENT',90000,9.6,719,'Fully Paid'
24000,'36 months',0.0662,'10+ years','MORTGAGE',80000,22.73,814,'Fully Paid'
5000,'36 months',0.1099,'10+ years','MORTGAGE',155000,29.41,699,'Fully Paid'
12000,'60 months',0.1757,'10+ years','RENT',56000,7.44,664,'Fully Paid'
10000,'36 months',0.1353,'10+ years','MORTGAGE',60000,23.88,724,'Fully Paid'
11500,'60 months',0.1285,'10+ years','RENT',70000,2.55,719,'Fully Paid'
3000,'36 months',0.1353,'3 years','RENT',15000,22.02,689,'Fully Paid'
26000,'36 months',0.0967,'10+ years','MORTGAGE',75000,19.07,669,'Fully Paid'
20000,'36 months',0.1099,'10+ years','RENT',52000,18.07,684,'Fully Paid'
12000,'36 months',0.0967,'3 years','MORTGAGE',65000,9.95,704,'Fully Paid'
6400,'36 months',0.1199,'6 years','MORTGAGE',55000,18.48,669,'Fully Paid'
7500,'36 months',0.1353,'10+ years','RENT',83500,28.14,689,'Fully Paid'
10800,'36 months',0.0662,'< 1 year','RENT',36000,24.73,744,'Fully Paid'
5000,'36 months',0.079,'n/a','RENT',16668,13.73,694,'Fully Paid'
12000,'60 months',0.1561,'10+ years','RENT',56000,16.44,679,'Fully Paid'
20000,'36 months',0.089,'5 years','MORTGAGE',91000,14.98,674,'Fully Paid'
35000,'60 months',0.1997,'10+ years','MORTGAGE',80000,6.54,669,'Fully Paid'
16000,'36 months',0.1199,'1 year','MORTGAGE',140000,6.23,669,'Fully Paid'
2200,'36 months',0.1498,'3 years','RENT',117600,13.46,684,'Fully Paid'
9925,'36 months',0.1398,'4 years','MORTGAGE',60000,2.72,679,'Fully Paid'
24000,'60 months',0.1699,'9 years','RENT',54000,25.74,689,'Fully Paid'
7500,'36 months',0.1199,'n/a','MORTGAGE',42000,3.74,664,'Fully Paid'
6500,'36 months',0.229,'3 years','RENT',82000,0.22,699,'Fully Paid'
22500,'36 months',0.1624,'10+ years','MORTGAGE',110000,25.51,669,'Fully Paid'
5000,'36 months',0.0967,'4 years','RENT',38000,22.83,694,'Fully Paid'
15000,'60 months',0.1285,'10+ years','MORTGAGE',66000,17.41,734,'Fully Paid'
35000,'36 months',0.229,'10+ years','MORTGAGE',190000,20.71,699,'Fully Paid'
10000,'60 months',0.245,'10+ years','MORTGAGE',160000,9.17,664,'Fully Paid'
7000,'36 months',0.0603,'5 years','MORTGAGE',67200,8.41,779,'Fully Paid'
22475,'36 months',0.1199,'10+ years','MORTGAGE',63000,14.88,759,'Fully Paid'
12000,'36 months',0.1353,'2 years','RENT',119000,23.18,664,'Fully Paid'
20000,'36 months',0.1498,'3 years','RENT',90000,24.01,674,'Fully Paid'
11000,'36 months',0.0967,'2 years','RENT',37500,27.11,714,'Fully Paid'
16950,'36 months',0.1447,'3 years','MORTGAGE',55000,17.94,734,'Fully Paid'
10150,'60 months',0.1699,'10+ years','RENT',55000,23.3,679,'Fully Paid'
23325,'36 months',0.1099,'10+ years','MORTGAGE',56000,26.08,679,'Fully Paid'
12000,'36 months',0.0967,'2 years','MORTGAGE',70000,1.73,749,'Fully Paid'
7875,'36 months',0.1353,'9 years','RENT',35436,20.79,679,'Fully Paid'
18000,'60 months',0.1699,'10+ years','MORTGAGE',90000,11.96,674,'Fully Paid'
24000,'36 months',0.1099,'10+ years','MORTGAGE',102000,19.9,779,'Fully Paid'
19200,'36 months',0.1199,'4 years','RENT',72000,16.33,694,'Fully Paid'
12000,'36 months',0.1099,'10+ years','MORTGAGE',75000,13.47,674,'Fully Paid'
5000,'36 months',0.1353,'10+ years','MORTGAGE',76000,14.18,684,'Fully Paid'
10000,'36 months',0.2148,'10+ years','MORTGAGE',40000,20.1,709,'Fully Paid'
8000,'60 months',0.1997,'5 years','MORTGAGE',29000,21.19,689,'Fully Paid'
8400,'36 months',0.089,'3 years','RENT',43000,19.17,674,'Fully Paid'
14000,'36 months',0.1398,'2 years','RENT',95000,19.63,694,'Fully Paid'
15000,'36 months',0.0662,'10+ years','OWN',64000,23.1,754,'Fully Paid'
12500,'36 months',0.0762,'3 years','MORTGAGE',75000,23.87,709,'Fully Paid'
10800,'36 months',0.0967,'10+ years','MORTGAGE',43000,11.25,684,'Fully Paid'
17500,'36 months',0.1757,'1 year','RENT',45000,23.2,699,'Fully Paid'
10000,'36 months',0.1199,'10+ years','RENT',62000,23.46,699,'Fully Paid'
5150,'36 months',0.1997,'10+ years','MORTGAGE',98600,18.16,669,'Fully Paid'
12000,'36 months',0.1699,'n/a','MORTGAGE',72000,17.67,689,'Fully Paid'
10000,'36 months',0.1199,'n/a','MORTGAGE',51000,18.96,704,'Fully Paid'
20100,'36 months',0.1285,'9 years','MORTGAGE',55000,24.81,739,'Fully Paid'
16000,'36 months',0.1099,'4 years','RENT',50000,33.29,699,'Fully Paid'
10000,'60 months',0.1699,'4 years','RENT',60000,27,689,'Fully Paid'
9600,'36 months',0.1561,'1 year','RENT',57333,11.83,679,'Fully Paid'
20000,'36 months',0.079,'3 years','MORTGAGE',85000,9.9,679,'Fully Paid'
16500,'60 months',0.1561,'7 years','MORTGAGE',110000,15.33,684,'Fully Paid'
16000,'36 months',0.1447,'3 years','OWN',50000,12.77,669,'Fully Paid'
20000,'60 months',0.1561,'6 years','MORTGAGE',72000,11.9,704,'Fully Paid'
14675,'60 months',0.1997,'n/a','MORTGAGE',42550,32.47,684,'Fully Paid'
35000,'36 months',0.1285,'10+ years','RENT',250000,12.38,704,'Fully Paid'
35000,'36 months',0.1398,'10+ years','MORTGAGE',149000,17.42,734,'Fully Paid'
12000,'36 months',0.1099,'7 years','MORTGAGE',90500,7.07,694,'Fully Paid'
3300,'36 months',0.2499,'3 years','RENT',11000,3.82,669,'Fully Paid'
35000,'36 months',0.1447,'6 years','RENT',95000,18.35,669,'Fully Paid'
13800,'36 months',0.1447,'n/a','MORTGAGE',66000,23.55,674,'Fully Paid'
18000,'36 months',0.0762,'7 years','RENT',65000,24.31,724,'Fully Paid'
18000,'60 months',0.1447,'1 year','OWN',45000,24.21,669,'Fully Paid'
15000,'36 months',0.079,'2 years','MORTGAGE',235000,13.14,709,'Fully Paid'
11050,'36 months',0.1099,'2 years','MORTGAGE',75000,11.5,714,'Fully Paid'
3200,'36 months',0.1099,'1 year','MORTGAGE',50400,7.97,759,'Fully Paid'
9600,'36 months',0.1099,'10+ years','RENT',45000,7.89,689,'Fully Paid'
16000,'60 months',0.1447,'5 years','MORTGAGE',80000,19.53,679,'Fully Paid'
21850,'36 months',0.1099,'< 1 year','RENT',61000,16.54,734,'Fully Paid'
6000,'36 months',0.0967,'10+ years','RENT',65000,12.24,739,'Fully Paid'
24000,'36 months',0.1498,'1 year','RENT',65000,29.97,674,'Fully Paid'
20000,'36 months',0.0662,'10+ years','MORTGAGE',77000,14.55,734,'Fully Paid'
16000,'60 months',0.1922,'3 years','RENT',60000,15.08,699,'Fully Paid'
15000,'36 months',0.0662,'5 years','MORTGAGE',57000,16.25,724,'Fully Paid'
10500,'36 months',0.1353,'7 years','RENT',55000,12.92,699,'Fully Paid'
18000,'36 months',0.079,'9 years','MORTGAGE',103000,2.79,704,'Fully Paid'
12500,'36 months',0.0967,'2 years','MORTGAGE',62575,13.58,714,'Fully Paid'
4000,'36 months',0.1447,'6 years','RENT',75000,6.14,679,'Fully Paid'
9000,'36 months',0.089,'4 years','MORTGAGE',125000,20.66,749,'Fully Paid'
5000,'36 months',0.1922,'10+ years','MORTGAGE',95000,5.89,684,'Fully Paid'
14400,'36 months',0.079,'4 years','RENT',70000,8.69,709,'Fully Paid'
13000,'60 months',0.1757,'10+ years','MORTGAGE',52000,7.2,694,'Fully Paid'
12000,'36 months',0.0967,'7 years','MORTGAGE',47000,26.89,714,'Fully Paid'
12300,'36 months',0.1099,'8 years','OWN',45000,24.24,784,'Fully Paid'
5000,'36 months',0.1498,'10+ years','MORTGAGE',53000,24.41,709,'Fully Paid'
23275,'60 months',0.1447,'7 years','MORTGAGE',75000,19.49,749,'Fully Paid'
12000,'36 months',0.0662,'10+ years','MORTGAGE',100000,9.06,729,'Fully Paid'
8000,'36 months',0.0662,'5 years','MORTGAGE',65000,17.8,759,'Fully Paid'
21000,'36 months',0.079,'10+ years','MORTGAGE',125000,10.89,734,'Fully Paid'
5000,'36 months',0.1099,'7 years','MORTGAGE',70000,26.63,684,'Fully Paid'
25000,'36 months',0.079,'1 year','MORTGAGE',190000,10.68,754,'Fully Paid'
32000,'36 months',0.1285,'10+ years','MORTGAGE',168000,17.88,719,'Fully Paid'
10000,'36 months',0.1099,'10+ years','RENT',30000,23.24,689,'Fully Paid'
23300,'36 months',0.089,'< 1 year','RENT',52000,20.47,724,'Fully Paid'
19000,'36 months',0.079,'< 1 year','RENT',65000,10.7,689,'Fully Paid'
14000,'36 months',0.0967,'10+ years','MORTGAGE',80000,17.82,704,'Fully Paid'
14125,'60 months',0.1825,'10+ years','MORTGAGE',63000,14.61,684,'Fully Paid'
10000,'36 months',0.1447,'6 years','MORTGAGE',76000,11.32,669,'Fully Paid'
24000,'60 months',0.1199,'< 1 year','MORTGAGE',118000,29.41,744,'Fully Paid'
8125,'36 months',0.1825,'n/a','RENT',32000,28.34,679,'Fully Paid'
15000,'36 months',0.1199,'10+ years','OWN',76000,18.13,709,'Fully Paid'
10000,'36 months',0.1398,'10+ years','MORTGAGE',79000,21.92,679,'Fully Paid'
15000,'36 months',0.079,'5 years','RENT',68000,4.96,689,'Fully Paid'
15000,'36 months',0.1353,'3 years','MORTGAGE',70000,17.57,694,'Fully Paid'
15000,'36 months',0.1099,'< 1 year','RENT',75000,8.55,684,'Fully Paid'
10000,'36 months',0.1624,'10+ years','RENT',91600,11.8,714,'Fully Paid'
3500,'36 months',0.089,'10+ years','RENT',14500,30.79,739,'Fully Paid'
16425,'36 months',0.205,'n/a','MORTGAGE',54000,14.98,699,'Fully Paid'
12000,'36 months',0.1199,'9 years','MORTGAGE',77000,20.15,704,'Fully Paid'
35000,'36 months',0.1561,'4 years','MORTGAGE',110000,15.31,664,'Fully Paid'
28000,'36 months',0.1447,'10+ years','RENT',128000,10.36,689,'Fully Paid'
10000,'36 months',0.0967,'2 years','RENT',52000,12.3,739,'Fully Paid'
31825,'36 months',0.1699,'10+ years','MORTGAGE',71000,22.33,684,'Fully Paid'
25000,'60 months',0.1699,'10+ years','MORTGAGE',90000,29.43,709,'Fully Paid'
15000,'36 months',0.1199,'6 years','OWN',37500,10.66,759,'Fully Paid'
29225,'36 months',0.1353,'1 year','MORTGAGE',120000,30.46,684,'Fully Paid'
4200,'36 months',0.1099,'7 years','MORTGAGE',57000,7.91,669,'Fully Paid'
35000,'36 months',0.1757,'10+ years','MORTGAGE',90000,6.8,689,'Fully Paid'
8000,'36 months',0.1624,'1 year','MORTGAGE',100000,10.84,669,'Fully Paid'
35000,'60 months',0.258,'< 1 year','RENT',90000,11.83,709,'Fully Paid'
7000,'36 months',0.1199,'< 1 year','RENT',95000,6,674,'Fully Paid'
12000,'60 months',0.1825,'5 years','MORTGAGE',86000,19.75,669,'Fully Paid'
15000,'36 months',0.1199,'< 1 year','RENT',45700,13.24,674,'Fully Paid'
13000,'36 months',0.1199,'< 1 year','RENT',60000,28.78,694,'Fully Paid'
23000,'60 months',0.1498,'1 year','RENT',98000,25.45,689,'Fully Paid'
12000,'36 months',0.1447,'10+ years','MORTGAGE',110000,10.9,669,'Fully Paid'
16950,'60 months',0.2148,'1 year','MORTGAGE',60000,29.94,719,'Fully Paid'
11400,'36 months',0.0967,'6 years','RENT',54000,15.2,719,'Fully Paid'
17500,'36 months',0.1447,'10+ years','OWN',65000,11.65,699,'Fully Paid'
10000,'60 months',0.1825,'10+ years','RENT',42000,14.37,724,'Fully Paid'
16000,'36 months',0.1285,'10+ years','MORTGAGE',200000,9.58,684,'Fully Paid'
12000,'60 months',0.1498,'1 year','RENT',62467,22.94,699,'Fully Paid'
2000,'36 months',0.0662,'3 years','RENT',80500,7.38,709,'Fully Paid'
12000,'36 months',0.1398,'2 years','RENT',85000,14.79,664,'Fully Paid'
9000,'36 months',0.079,'10+ years','MORTGAGE',165000,12.39,754,'Fully Paid'
6075,'36 months',0.245,'< 1 year','RENT',48000,19.63,679,'Fully Paid'
30000,'36 months',0.1498,'n/a','MORTGAGE',71000,7.28,724,'Fully Paid'
4000,'36 months',0.205,'n/a','MORTGAGE',36700,13.51,669,'Fully Paid'
11250,'60 months',0.1922,'1 year','RENT',135000,10.68,694,'Fully Paid'
25000,'60 months',0.1498,'10+ years','MORTGAGE',80000,15.14,699,'Fully Paid'
21850,'60 months',0.1997,'3 years','RENT',51480,16.81,689,'Fully Paid'
6500,'36 months',0.1447,'10+ years','RENT',70000,13.39,664,'Fully Paid'
10000,'36 months',0.1099,'10+ years','MORTGAGE',50000,23.72,679,'Fully Paid'
4400,'36 months',0.1447,'6 years','MORTGAGE',38000,16.9,669,'Fully Paid'
10500,'36 months',0.0967,'10+ years','MORTGAGE',56000,26.34,704,'Fully Paid'
21000,'36 months',0.0762,'3 years','MORTGAGE',100000,26.22,734,'Fully Paid'
10375,'36 months',0.1624,'2 years','OWN',42000,24.51,669,'Fully Paid'
5000,'36 months',0.1561,'10+ years','MORTGAGE',80000,12.77,679,'Fully Paid'
8000,'36 months',0.224,'10+ years','MORTGAGE',64488,4.12,709,'Fully Paid'
26500,'36 months',0.1398,'10+ years','MORTGAGE',73346,21.6,734,'Fully Paid'
8000,'36 months',0.1353,'10+ years','MORTGAGE',60000,18,709,'Fully Paid'
9200,'36 months',0.079,'3 years','OWN',80000,15.87,724,'Fully Paid'
5000,'36 months',0.1199,'5 years','MORTGAGE',32000,15.08,679,'Fully Paid'
30000,'36 months',0.089,'< 1 year','OWN',120000,17.33,754,'Fully Paid'
7750,'36 months',0.1199,'n/a','RENT',42000,12.34,704,'Fully Paid'
8650,'36 months',0.2148,'2 years','RENT',33280,10.17,669,'Fully Paid'
35000,'36 months',0.205,'< 1 year','RENT',80000,24.69,694,'Fully Paid'
10000,'60 months',0.1447,'9 years','MORTGAGE',100000,11.75,704,'Fully Paid'
14000,'36 months',0.1757,'10+ years','MORTGAGE',62000,25.22,674,'Fully Paid'
17000,'36 months',0.0762,'7 years','MORTGAGE',65000,12.35,719,'Fully Paid'
20000,'60 months',0.234,'9 years','OWN',155000,8.93,669,'Fully Paid'
10200,'60 months',0.1922,'3 years','RENT',31200,31.81,674,'Fully Paid'
5375,'36 months',0.1447,'7 years','MORTGAGE',65000,20.66,684,'Fully Paid'
15000,'36 months',0.1624,'10+ years','RENT',48000,23.68,679,'Fully Paid'
8500,'36 months',0.079,'n/a','MORTGAGE',27354,13.03,704,'Fully Paid'
19000,'60 months',0.1624,'10+ years','MORTGAGE',60000,14.82,699,'Fully Paid'
15000,'36 months',0.1285,'10+ years','OWN',77000,7.04,709,'Fully Paid'
10000,'36 months',0.224,'10+ years','OWN',125000,19.37,669,'Fully Paid'
15000,'36 months',0.1757,'3 years','OWN',105000,22.44,679,'Fully Paid'
3825,'36 months',0.1498,'< 1 year','RENT',22000,18.6,669,'Fully Paid'
7375,'36 months',0.1699,'7 years','MORTGAGE',150000,6.78,669,'Fully Paid'
14600,'60 months',0.205,'7 years','MORTGAGE',45000,19.65,689,'Fully Paid'
10000,'36 months',0.1353,'5 years','MORTGAGE',85000,6.59,669,'Fully Paid'
4000,'36 months',0.237,'7 years','MORTGAGE',200000,10.35,699,'Fully Paid'
10000,'36 months',0.1757,'10+ years','MORTGAGE',135000,6.06,674,'Fully Paid'
29300,'36 months',0.089,'10+ years','MORTGAGE',96660,27.03,704,'Fully Paid'
20000,'60 months',0.1624,'10+ years','OWN',49518,27.68,714,'Fully Paid'
25200,'60 months',0.1757,'1 year','RENT',120000,16.64,694,'Fully Paid'
10000,'36 months',0.1099,'10+ years','OWN',60000,10.52,689,'Fully Paid'
24925,'36 months',0.1447,'10+ years','RENT',56200,21.29,709,'Fully Paid'
10000,'60 months',0.1447,'8 years','RENT',48000,3.93,714,'Fully Paid'
16000,'36 months',0.0967,'7 years','RENT',85000,10.65,679,'Fully Paid'
35000,'36 months',0.1498,'10+ years','MORTGAGE',213000,17.44,669,'Fully Paid'
20000,'60 months',0.205,'10+ years','MORTGAGE',150000,14.34,724,'Fully Paid'
5000,'36 months',0.1757,'10+ years','MORTGAGE',65000,9.92,669,'Fully Paid'
10000,'60 months',0.1398,'2 years','RENT',34000,19.1,684,'Fully Paid'
25000,'60 months',0.205,'5 years','MORTGAGE',147000,22.05,684,'Fully Paid'
15000,'36 months',0.1099,'< 1 year','RENT',52000,20.66,799,'Fully Paid'
8300,'36 months',0.1699,'10+ years','MORTGAGE',30000,18.08,699,'Fully Paid'
6400,'36 months',0.0762,'2 years','MORTGAGE',90000,19.59,729,'Fully Paid'
20000,'60 months',0.1624,'8 years','RENT',105000,5.37,709,'Fully Paid'
30000,'60 months',0.1699,'10+ years','MORTGAGE',67000,25.49,719,'Fully Paid'
4200,'36 months',0.1099,'3 years','MORTGAGE',46000,25.2,684,'Fully Paid'
3000,'36 months',0.1099,'2 years','MORTGAGE',32000,22.54,734,'Fully Paid'
34475,'60 months',0.234,'7 years','MORTGAGE',77000,21.98,699,'Fully Paid'
10000,'36 months',0.0762,'2 years','MORTGAGE',46700,4.39,764,'Fully Paid'
18000,'60 months',0.1447,'10+ years','MORTGAGE',120000,16.85,704,'Fully Paid'
10000,'36 months',0.0603,'10+ years','MORTGAGE',60000,15.8,774,'Fully Paid'
13500,'36 months',0.079,'2 years','MORTGAGE',49320,16.25,709,'Fully Paid'
3500,'36 months',0.1447,'10+ years','RENT',50000,23.84,699,'Fully Paid'
16800,'60 months',0.1561,'10+ years','MORTGAGE',96200,16.24,664,'Fully Paid'
12000,'60 months',0.1285,'2 years','MORTGAGE',85000,16.33,734,'Fully Paid'
15000,'60 months',0.1498,'10+ years','MORTGAGE',70000,3.69,699,'Fully Paid'
15000,'60 months',0.1825,'2 years','MORTGAGE',63000,9.52,759,'Fully Paid'
16950,'60 months',0.234,'8 years','MORTGAGE',50000,18.36,754,'Fully Paid'
6000,'36 months',0.1285,'10+ years','RENT',115000,23.08,684,'Fully Paid'
24375,'36 months',0.0967,'2 years','MORTGAGE',87000,25.35,734,'Fully Paid'
9400,'36 months',0.0967,'10+ years','MORTGAGE',80000,22.07,714,'Fully Paid'
6000,'36 months',0.1498,'n/a','MORTGAGE',63000,21.94,744,'Fully Paid'
9600,'36 months',0.089,'5 years','MORTGAGE',55000,32.25,724,'Fully Paid'
15000,'36 months',0.2148,'6 years','MORTGAGE',82500,12.81,679,'Fully Paid'
10800,'36 months',0.1699,'1 year','MORTGAGE',93000,30.77,669,'Fully Paid'
1325,'36 months',0.089,'10+ years','RENT',24500,16.17,689,'Fully Paid'
9000,'36 months',0.1199,'1 year','RENT',40000,2.22,704,'Fully Paid'
14400,'60 months',0.1447,'10+ years','MORTGAGE',61000,27.37,714,'Fully Paid'
18000,'36 months',0.1199,'10+ years','RENT',60000,9.22,694,'Fully Paid'
30000,'36 months',0.1498,'< 1 year','MORTGAGE',68000,26.95,694,'Fully Paid'
27575,'36 months',0.1624,'4 years','MORTGAGE',76752,32.33,704,'Fully Paid'
15000,'36 months',0.205,'10+ years','RENT',118000,5.69,669,'Fully Paid'
15000,'36 months',0.1199,'10+ years','RENT',78000,13.46,664,'Fully Paid'
35000,'60 months',0.205,'5 years','MORTGAGE',130000,10.38,754,'Fully Paid'
